phone,id,fol,prev,word,start,end,file_name
e,0-0-3-2,s,ɾ,tres,0.47,0.51,habitanteysuesperanza_01_neruda_128kb_35
s,0-0-3-3,#,e,tres,0.51,0.59,habitanteysuesperanza_01_neruda_128kb_35
p,0-0-4-0,r,#,presos,0.59,0.66,habitanteysuesperanza_01_neruda_128kb_35
r,0-0-4-1,e,p,presos,0.66,0.7,habitanteysuesperanza_01_neruda_128kb_35
e,0-0-4-2,s,r,presos,0.7,0.76,habitanteysuesperanza_01_neruda_128kb_35
s,0-0-4-3,o,e,presos,0.76,0.86,habitanteysuesperanza_01_neruda_128kb_35
o,0-0-4-4,s,s,presos,0.86,0.91,habitanteysuesperanza_01_neruda_128kb_35
s,0-0-4-5,#,o,presos,0.91,0.95,habitanteysuesperanza_01_neruda_128kb_35
s,0-0-5-0,õ,#,son,0.95,1.03,habitanteysuesperanza_01_neruda_128kb_35
õ,0-0-5-1,n,s,son,1.03,1.14,habitanteysuesperanza_01_neruda_128kb_35
n,0-0-5-2,#,õ,son,1.14,1.31,habitanteysuesperanza_01_neruda_128kb_35
,0-0-6-0,#,#,,1.31,1.71,habitanteysuesperanza_01_neruda_128kb_35
d̪,0-0-7-0,j,#,diego,1.71,1.83,habitanteysuesperanza_01_neruda_128kb_35
j,0-0-7-1,e,d̪,diego,1.83,1.86,habitanteysuesperanza_01_neruda_128kb_35
e,0-0-7-2,ɣ,j,diego,1.86,1.91,habitanteysuesperanza_01_neruda_128kb_35
ɣ,0-0-7-3,o,e,diego,1.91,1.96,habitanteysuesperanza_01_neruda_128kb_35
o,0-0-7-4,#,ɣ,diego,1.96,2.09,habitanteysuesperanza_01_neruda_128kb_35
spn,0-0-8-0,#,#,cooper,2.09,2.85,habitanteysuesperanza_01_neruda_128kb_35
t̪,0-0-9-0,ã,#,también,2.85,2.91,habitanteysuesperanza_01_neruda_128kb_35
ã,0-0-9-1,m,t̪,también,2.91,2.96,habitanteysuesperanza_01_neruda_128kb_35
m,0-0-9-2,b,ã,también,2.96,3.02,habitanteysuesperanza_01_neruda_128kb_35
b,0-0-9-3,j,m,también,3.02,3.07,habitanteysuesperanza_01_neruda_128kb_35
j,0-0-9-4,ẽ,b,también,3.07,3.12,habitanteysuesperanza_01_neruda_128kb_35
ẽ,0-0-9-5,n,j,también,3.12,3.18,habitanteysuesperanza_01_neruda_128kb_35
n,0-0-9-6,#,ẽ,también,3.18,3.25,habitanteysuesperanza_01_neruda_128kb_35
spn,0-0-10-0,#,#,cuadrero,3.25,3.9,habitanteysuesperanza_01_neruda_128kb_35
,0-0-11-0,#,#,,3.9,4.18,habitanteysuesperanza_01_neruda_128kb_35
õ,0-0-12-0,m,#,hombre,4.18,4.29,habitanteysuesperanza_01_neruda_128kb_35
m,0-0-12-1,b,õ,hombre,4.29,4.35,habitanteysuesperanza_01_neruda_128kb_35
b,0-0-12-2,ɾ,m,hombre,4.35,4.39,habitanteysuesperanza_01_neruda_128kb_35
ɾ,0-0-12-3,e,b,hombre,4.39,4.44,habitanteysuesperanza_01_neruda_128kb_35
e,0-0-12-4,#,ɾ,hombre,4.44,4.48,habitanteysuesperanza_01_neruda_128kb_35
a,0-0-13-0,l,#,al,4.48,4.54,habitanteysuesperanza_01_neruda_128kb_35
l,0-0-13-1,#,a,al,4.54,4.62,habitanteysuesperanza_01_neruda_128kb_35
spn,0-0-14-0,#,#,tanero,4.62,5.1,habitanteysuesperanza_01_neruda_128kb_35
d̪,0-0-15-0,e,#,de,5.1,5.21,habitanteysuesperanza_01_neruda_128kb_35
e,0-0-15-1,#,d̪,de,5.21,5.28,habitanteysuesperanza_01_neruda_128kb_35
a,0-0-16-0,j,#,aire,5.28,5.37,habitanteysuesperanza_01_neruda_128kb_35
j,0-0-16-1,ɾ,a,aire,5.37,5.43,habitanteysuesperanza_01_neruda_128kb_35
ɾ,0-0-16-2,e,j,aire,5.43,5.49,habitanteysuesperanza_01_neruda_128kb_35
e,0-0-16-3,#,ɾ,aire,5.49,5.52,habitanteysuesperanza_01_neruda_128kb_35
o,0-0-17-0,r,#,orgulloso,5.52,5.61,habitanteysuesperanza_01_neruda_128kb_35
r,0-0-17-1,ɣ,o,orgulloso,5.61,5.66,habitanteysuesperanza_01_neruda_128kb_35
ɣ,0-0-17-2,u,r,orgulloso,5.66,5.72,habitanteysuesperanza_01_neruda_128kb_35
u,0-0-17-3,ʝ,ɣ,orgulloso,5.72,5.77,habitanteysuesperanza_01_neruda_128kb_35
ʝ,0-0-17-4,o,u,orgulloso,5.77,5.85,habitanteysuesperanza_01_neruda_128kb_35
o,0-0-17-5,s,ʝ,orgulloso,5.85,6.0,habitanteysuesperanza_01_neruda_128kb_35
s,0-0-17-6,o,o,orgulloso,6.0,6.14,habitanteysuesperanza_01_neruda_128kb_35
o,0-0-17-7,#,s,orgulloso,6.14,6.29,habitanteysuesperanza_01_neruda_128kb_35
,0-0-18-0,#,#,,6.29,6.6,habitanteysuesperanza_01_neruda_128kb_35
ɟʝ,0-0-19-0,e,#,y,6.6,6.63,habitanteysuesperanza_01_neruda_128kb_35
e,0-0-19-1,#,ɟʝ,y,6.63,6.69,habitanteysuesperanza_01_neruda_128kb_35
r,0-0-20-0,o,#,rojas,6.69,6.76,habitanteysuesperanza_01_neruda_128kb_35
o,0-0-20-1,x,r,rojas,6.76,6.81,habitanteysuesperanza_01_neruda_128kb_35
x,0-0-20-2,a,o,rojas,6.81,6.89,habitanteysuesperanza_01_neruda_128kb_35
a,0-0-20-3,s,x,rojas,6.89,6.95,habitanteysuesperanza_01_neruda_128kb_35
s,0-0-20-4,#,a,rojas,6.95,7.02,habitanteysuesperanza_01_neruda_128kb_35
k,0-0-21-0,a,#,carrasco,7.02,7.09,habitanteysuesperanza_01_neruda_128kb_35
a,0-0-21-1,r,k,carrasco,7.09,7.13,habitanteysuesperanza_01_neruda_128kb_35
r,0-0-21-2,a,a,carrasco,7.13,7.22,habitanteysuesperanza_01_neruda_128kb_35
a,0-0-21-3,s,r,carrasco,7.22,7.31,habitanteysuesperanza_01_neruda_128kb_35
s,0-0-21-4,k,a,carrasco,7.31,7.41,habitanteysuesperanza_01_neruda_128kb_35
k,0-0-21-5,o,s,carrasco,7.41,7.49,habitanteysuesperanza_01_neruda_128kb_35
o,0-0-21-6,#,k,carrasco,7.49,7.61,habitanteysuesperanza_01_neruda_128kb_35
,0-0-22-0,#,#,,7.61,7.89,habitanteysuesperanza_01_neruda_128kb_35
t̪,0-0-23-0,i,#,tipo,7.89,7.93,habitanteysuesperanza_01_neruda_128kb_35
i,0-0-23-1,p,t̪,tipo,7.93,7.98,habitanteysuesperanza_01_neruda_128kb_35
p,0-0-23-2,o,i,tipo,7.98,8.08,habitanteysuesperanza_01_neruda_128kb_35
o,0-0-23-3,#,p,tipo,8.08,8.11,habitanteysuesperanza_01_neruda_128kb_35
ɡ,0-0-24-0,o,#,gordo,8.11,8.24,habitanteysuesperanza_01_neruda_128kb_35
o,0-0-24-1,r,ɡ,gordo,8.24,8.32,habitanteysuesperanza_01_neruda_128kb_35
r,0-0-24-2,ð,o,gordo,8.32,8.36,habitanteysuesperanza_01_neruda_128kb_35
ð,0-0-24-3,o,r,gordo,8.36,8.6,habitanteysuesperanza_01_neruda_128kb_35
o,0-0-24-4,#,ð,gordo,8.6,8.64,habitanteysuesperanza_01_neruda_128kb_35
s,0-0-25-0,u,#,sucio,8.64,8.79,habitanteysuesperanza_01_neruda_128kb_35
u,0-0-25-1,s,s,sucio,8.79,8.9,habitanteysuesperanza_01_neruda_128kb_35
s,0-0-25-2,j,u,sucio,8.9,9.03,habitanteysuesperanza_01_neruda_128kb_35
j,0-0-25-3,o,s,sucio,9.03,9.06,habitanteysuesperanza_01_neruda_128kb_35
o,0-0-25-4,#,j,sucio,9.06,9.17,habitanteysuesperanza_01_neruda_128kb_35
spn,0-0-26-0,#,#,antipático,9.17,9.97,habitanteysuesperanza_01_neruda_128kb_35
,0-0-27-0,#,#,,9.97,10.28,habitanteysuesperanza_01_neruda_128kb_35
c,0-0-28-0,e,#,que,10.28,10.33,habitanteysuesperanza_01_neruda_128kb_35
e,0-0-28-1,#,c,que,10.33,10.37,habitanteysuesperanza_01_neruda_128kb_35
n,0-0-29-0,o,#,no,10.37,10.43,habitanteysuesperanza_01_neruda_128kb_35
o,0-0-29-1,#,n,no,10.43,10.5,habitanteysuesperanza_01_neruda_128kb_35
s,0-0-30-0,e,#,sé,10.5,10.63,habitanteysuesperanza_01_neruda_128kb_35
e,0-0-30-1,#,s,sé,10.63,10.72,habitanteysuesperanza_01_neruda_128kb_35
c,0-0-31-0,e,#,qué,10.72,10.79,habitanteysuesperanza_01_neruda_128kb_35
e,0-0-31-1,#,c,qué,10.79,10.85,habitanteysuesperanza_01_neruda_128kb_35
ʎ,0-0-32-0,i,#,líos,10.85,10.93,habitanteysuesperanza_01_neruda_128kb_35
i,0-0-32-1,o,ʎ,líos,10.93,11.05,habitanteysuesperanza_01_neruda_128kb_35
o,0-0-32-2,s,i,líos,11.05,11.12,habitanteysuesperanza_01_neruda_128kb_35
s,0-0-32-3,#,o,líos,11.12,11.22,habitanteysuesperanza_01_neruda_128kb_35
t̪,0-0-33-0,j,#,tiene,11.22,11.28,habitanteysuesperanza_01_neruda_128kb_35
j,0-0-33-1,e,t̪,tiene,11.28,11.31,habitanteysuesperanza_01_neruda_128kb_35
e,0-0-33-2,n,j,tiene,11.31,11.35,habitanteysuesperanza_01_neruda_128kb_35
n,0-0-33-3,e,e,tiene,11.35,11.41,habitanteysuesperanza_01_neruda_128kb_35
e,0-0-33-4,#,n,tiene,11.41,11.47,habitanteysuesperanza_01_neruda_128kb_35
k,0-0-34-0,õ,#,con,11.47,11.55,habitanteysuesperanza_01_neruda_128kb_35
õ,0-0-34-1,n,k,con,11.55,11.58,habitanteysuesperanza_01_neruda_128kb_35
n,0-0-34-2,#,õ,con,11.58,11.62,habitanteysuesperanza_01_neruda_128kb_35
l,0-0-35-0,a,#,la,11.62,11.65,habitanteysuesperanza_01_neruda_128kb_35
a,0-0-35-1,#,l,la,11.65,11.74,habitanteysuesperanza_01_neruda_128kb_35
p,0-0-36-0,o,#,policía,11.74,11.79,habitanteysuesperanza_01_neruda_128kb_35
o,0-0-36-1,ʎ,p,policía,11.79,11.83,habitanteysuesperanza_01_neruda_128kb_35
ʎ,0-0-36-2,i,o,policía,11.83,11.89,habitanteysuesperanza_01_neruda_128kb_35
i,0-0-36-3,s,ʎ,policía,11.89,11.93,habitanteysuesperanza_01_neruda_128kb_35
s,0-0-36-4,i,i,policía,11.93,12.07,habitanteysuesperanza_01_neruda_128kb_35
i,0-0-36-5,a,s,policía,12.07,12.13,habitanteysuesperanza_01_neruda_128kb_35
a,0-0-36-6,#,i,policía,12.13,12.22,habitanteysuesperanza_01_neruda_128kb_35
r,0-0-37-0,u,#,rural,12.22,12.32,habitanteysuesperanza_01_neruda_128kb_35
u,0-0-37-1,ɾ,r,rural,12.32,12.38,habitanteysuesperanza_01_neruda_128kb_35
ɾ,0-0-37-2,a,u,rural,12.38,12.43,habitanteysuesperanza_01_neruda_128kb_35
a,0-0-37-3,l,ɾ,rural,12.43,12.54,habitanteysuesperanza_01_neruda_128kb_35
l,0-0-37-4,#,a,rural,12.54,12.68,habitanteysuesperanza_01_neruda_128kb_35
,0-0-38-0,#,#,,12.68,12.706871,habitanteysuesperanza_01_neruda_128kb_35
,0-0-0-0,#,#,,0.0,0.04,habitanteysuesperanza_01_neruda_128kb_36
p,0-0-1-0,e,#,pero,0.04,0.07,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-1-1,ɾ,p,pero,0.07,0.1,habitanteysuesperanza_01_neruda_128kb_36
ɾ,0-0-1-2,o,e,pero,0.1,0.15,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-1-3,#,ɾ,pero,0.15,0.19,habitanteysuesperanza_01_neruda_128kb_36
s,0-0-2-0,o,#,sobre,0.19,0.29,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-2-1,β,s,sobre,0.29,0.38,habitanteysuesperanza_01_neruda_128kb_36
β,0-0-2-2,r,o,sobre,0.38,0.39,habitanteysuesperanza_01_neruda_128kb_36
r,0-0-2-3,e,β,sobre,0.39,0.44,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-2-4,#,r,sobre,0.44,0.47,habitanteysuesperanza_01_neruda_128kb_36
t̪,0-0-3-0,o,#,todo,0.47,0.57,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-3-1,ð,t̪,todo,0.57,0.69,habitanteysuesperanza_01_neruda_128kb_36
ð,0-0-3-2,o,o,todo,0.69,0.7,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-3-3,#,ð,todo,0.7,0.86,habitanteysuesperanza_01_neruda_128kb_36
,0-0-4-0,#,#,,0.86,1.08,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-5-0,l,#,el,1.08,1.14,habitanteysuesperanza_01_neruda_128kb_36
l,0-0-5-1,#,e,el,1.14,1.21,habitanteysuesperanza_01_neruda_128kb_36
l,0-0-6-0,a,#,largo,1.21,1.24,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-6-1,r,l,largo,1.24,1.32,habitanteysuesperanza_01_neruda_128kb_36
r,0-0-6-2,ɣ,a,largo,1.32,1.36,habitanteysuesperanza_01_neruda_128kb_36
ɣ,0-0-6-3,o,r,largo,1.36,1.43,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-6-4,#,ɣ,largo,1.43,1.49,habitanteysuesperanza_01_neruda_128kb_36
d̪,0-0-7-0,i,#,día,1.49,1.56,habitanteysuesperanza_01_neruda_128kb_36
i,0-0-7-1,a,d̪,día,1.56,1.7,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-7-2,#,i,día,1.7,1.87,habitanteysuesperanza_01_neruda_128kb_36
,0-0-8-0,#,#,,1.87,1.9,habitanteysuesperanza_01_neruda_128kb_36
k,0-0-9-0,w,#,cuando,1.9,1.96,habitanteysuesperanza_01_neruda_128kb_36
w,0-0-9-1,ã,k,cuando,1.96,2.0,habitanteysuesperanza_01_neruda_128kb_36
ã,0-0-9-2,n,w,cuando,2.0,2.03,habitanteysuesperanza_01_neruda_128kb_36
n,0-0-9-3,d̪,ã,cuando,2.03,2.09,habitanteysuesperanza_01_neruda_128kb_36
d̪,0-0-9-4,o,n,cuando,2.09,2.13,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-9-5,#,d̪,cuando,2.13,2.17,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-10-0,l,#,el,2.17,2.2,habitanteysuesperanza_01_neruda_128kb_36
l,0-0-10-1,#,e,el,2.2,2.24,habitanteysuesperanza_01_neruda_128kb_36
b,0-0-11-0,e,#,verano,2.24,2.3,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-11-1,ɾ,b,verano,2.3,2.34,habitanteysuesperanza_01_neruda_128kb_36
ɾ,0-0-11-2,a,e,verano,2.34,2.38,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-11-3,n,ɾ,verano,2.38,2.47,habitanteysuesperanza_01_neruda_128kb_36
n,0-0-11-4,o,a,verano,2.47,2.54,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-11-5,#,n,verano,2.54,2.61,habitanteysuesperanza_01_neruda_128kb_36
d̪,0-0-12-0,e,#,de,2.61,2.66,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-12-1,#,d̪,de,2.66,2.77,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-13-0,s,#,esta,2.77,2.81,habitanteysuesperanza_01_neruda_128kb_36
s,0-0-13-1,t̪,e,esta,2.81,2.9,habitanteysuesperanza_01_neruda_128kb_36
t̪,0-0-13-2,a,s,esta,2.9,2.95,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-13-3,#,t̪,esta,2.95,3.0,habitanteysuesperanza_01_neruda_128kb_36
k,0-0-14-0,o,#,comarca,3.0,3.09,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-14-1,m,k,comarca,3.09,3.13,habitanteysuesperanza_01_neruda_128kb_36
m,0-0-14-2,a,o,comarca,3.13,3.21,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-14-3,ɾ,m,comarca,3.21,3.26,habitanteysuesperanza_01_neruda_128kb_36
ɾ,0-0-14-4,k,a,comarca,3.26,3.36,habitanteysuesperanza_01_neruda_128kb_36
k,0-0-14-5,a,ɾ,comarca,3.36,3.42,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-14-6,#,k,comarca,3.42,3.46,habitanteysuesperanza_01_neruda_128kb_36
m,0-0-15-0,a,#,marina,3.46,3.53,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-15-1,ɾ,m,marina,3.53,3.57,habitanteysuesperanza_01_neruda_128kb_36
ɾ,0-0-15-2,i,a,marina,3.57,3.62,habitanteysuesperanza_01_neruda_128kb_36
i,0-0-15-3,n,ɾ,marina,3.62,3.73,habitanteysuesperanza_01_neruda_128kb_36
n,0-0-15-4,a,i,marina,3.73,3.81,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-15-5,#,n,marina,3.81,4.11,habitanteysuesperanza_01_neruda_128kb_36
,0-0-16-0,#,#,,4.11,4.14,habitanteysuesperanza_01_neruda_128kb_36
spn,0-0-17-0,#,#,sumba,4.14,4.72,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-18-0,s,#,hasta,4.72,4.78,habitanteysuesperanza_01_neruda_128kb_36
s,0-0-18-1,t̪,a,hasta,4.78,4.88,habitanteysuesperanza_01_neruda_128kb_36
t̪,0-0-18-2,a,s,hasta,4.88,4.93,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-18-3,#,t̪,hasta,4.93,4.96,habitanteysuesperanza_01_neruda_128kb_36
m,0-0-19-0,i,#,mis,4.96,5.03,habitanteysuesperanza_01_neruda_128kb_36
i,0-0-19-1,s,m,mis,5.03,5.08,habitanteysuesperanza_01_neruda_128kb_36
s,0-0-19-2,#,i,mis,5.08,5.17,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-20-0,i,#,oídos,5.17,5.24,habitanteysuesperanza_01_neruda_128kb_36
i,0-0-20-1,ð,o,oídos,5.24,5.36,habitanteysuesperanza_01_neruda_128kb_36
ð,0-0-20-2,o,i,oídos,5.36,5.39,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-20-3,s,ð,oídos,5.39,5.47,habitanteysuesperanza_01_neruda_128kb_36
s,0-0-20-4,#,o,oídos,5.47,5.56,habitanteysuesperanza_01_neruda_128kb_36
k,0-0-21-0,o,#,como,5.56,5.62,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-21-1,m,k,como,5.62,5.66,habitanteysuesperanza_01_neruda_128kb_36
m,0-0-21-2,o,o,como,5.66,5.72,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-21-3,#,m,como,5.72,5.77,habitanteysuesperanza_01_neruda_128kb_36
u,0-0-22-0,n,#,una,5.77,5.84,habitanteysuesperanza_01_neruda_128kb_36
n,0-0-22-1,a,u,una,5.84,5.89,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-22-2,#,n,una,5.89,5.97,habitanteysuesperanza_01_neruda_128kb_36
spn,0-0-23-0,#,#,chicharra,5.97,6.58,habitanteysuesperanza_01_neruda_128kb_36
,0-0-24-0,#,#,,6.58,6.88,habitanteysuesperanza_01_neruda_128kb_36
k,0-0-25-0,õ,#,con,6.88,6.94,habitanteysuesperanza_01_neruda_128kb_36
õ,0-0-25-1,n,k,con,6.94,6.98,habitanteysuesperanza_01_neruda_128kb_36
n,0-0-25-2,#,õ,con,6.98,7.06,habitanteysuesperanza_01_neruda_128kb_36
l,0-0-26-0,e,#,lejos,7.06,7.1,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-26-1,x,l,lejos,7.1,7.18,habitanteysuesperanza_01_neruda_128kb_36
x,0-0-26-2,o,e,lejos,7.18,7.31,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-26-3,s,x,lejos,7.31,7.4,habitanteysuesperanza_01_neruda_128kb_36
s,0-0-26-4,#,o,lejos,7.4,7.54,habitanteysuesperanza_01_neruda_128kb_36
,0-0-27-0,#,#,,7.54,7.72,habitanteysuesperanza_01_neruda_128kb_36
l,0-0-28-0,e,#,lejos,7.72,7.81,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-28-1,x,l,lejos,7.81,7.88,habitanteysuesperanza_01_neruda_128kb_36
x,0-0-28-2,o,e,lejos,7.88,8.0,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-28-3,s,x,lejos,8.0,8.12,habitanteysuesperanza_01_neruda_128kb_36
s,0-0-28-4,#,o,lejos,8.12,8.28,habitanteysuesperanza_01_neruda_128kb_36
,0-0-29-0,#,#,,8.28,8.31,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-30-0,l,#,el,8.31,8.38,habitanteysuesperanza_01_neruda_128kb_36
l,0-0-30-1,#,e,el,8.38,8.42,habitanteysuesperanza_01_neruda_128kb_36
r,0-0-31-0,u,#,rumor,8.42,8.5,habitanteysuesperanza_01_neruda_128kb_36
u,0-0-31-1,m,r,rumor,8.5,8.55,habitanteysuesperanza_01_neruda_128kb_36
m,0-0-31-2,o,u,rumor,8.55,8.63,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-31-3,ɾ,m,rumor,8.63,8.72,habitanteysuesperanza_01_neruda_128kb_36
ɾ,0-0-31-4,#,o,rumor,8.72,8.77,habitanteysuesperanza_01_neruda_128kb_36
d̪,0-0-32-0,e,#,de,8.77,8.83,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-32-1,#,d̪,de,8.83,8.87,habitanteysuesperanza_01_neruda_128kb_36
l,0-0-33-0,a,#,la,8.87,8.93,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-33-1,#,l,la,8.93,8.98,habitanteysuesperanza_01_neruda_128kb_36
d̪,0-0-34-0,e,#,desembocadura,8.98,9.04,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-34-1,s,d̪,desembocadura,9.04,9.09,habitanteysuesperanza_01_neruda_128kb_36
s,0-0-34-2,ẽ,e,desembocadura,9.09,9.2,habitanteysuesperanza_01_neruda_128kb_36
ẽ,0-0-34-3,m,s,desembocadura,9.2,9.23,habitanteysuesperanza_01_neruda_128kb_36
m,0-0-34-4,b,ẽ,desembocadura,9.23,9.26,habitanteysuesperanza_01_neruda_128kb_36
b,0-0-34-5,o,m,desembocadura,9.26,9.3,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-34-6,k,b,desembocadura,9.3,9.38,habitanteysuesperanza_01_neruda_128kb_36
k,0-0-34-7,a,o,desembocadura,9.38,9.44,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-34-8,ð,k,desembocadura,9.44,9.51,habitanteysuesperanza_01_neruda_128kb_36
ð,0-0-34-9,u,a,desembocadura,9.51,9.55,habitanteysuesperanza_01_neruda_128kb_36
u,0-0-34-10,ɾ,ð,desembocadura,9.55,9.64,habitanteysuesperanza_01_neruda_128kb_36
ɾ,0-0-34-11,a,u,desembocadura,9.64,9.69,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-34-12,#,ɾ,desembocadura,9.69,10.05,habitanteysuesperanza_01_neruda_128kb_36
,0-0-35-0,#,#,,10.05,10.09,habitanteysuesperanza_01_neruda_128kb_36
d̪,0-0-36-0,õ,#,donde,10.09,10.14,habitanteysuesperanza_01_neruda_128kb_36
õ,0-0-36-1,n,d̪,donde,10.14,10.18,habitanteysuesperanza_01_neruda_128kb_36
n,0-0-36-2,d̪,õ,donde,10.18,10.22,habitanteysuesperanza_01_neruda_128kb_36
d̪,0-0-36-3,e,n,donde,10.22,10.26,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-36-4,#,d̪,donde,10.26,10.29,habitanteysuesperanza_01_neruda_128kb_36
r,0-0-37-0,e,#,recuerdo,10.29,10.36,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-37-1,k,r,recuerdo,10.36,10.42,habitanteysuesperanza_01_neruda_128kb_36
k,0-0-37-2,w,e,recuerdo,10.42,10.49,habitanteysuesperanza_01_neruda_128kb_36
w,0-0-37-3,e,k,recuerdo,10.49,10.55,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-37-4,r,w,recuerdo,10.55,10.59,habitanteysuesperanza_01_neruda_128kb_36
r,0-0-37-5,ð,e,recuerdo,10.59,10.67,habitanteysuesperanza_01_neruda_128kb_36
ð,0-0-37-6,o,r,recuerdo,10.67,10.68,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-37-7,#,ð,recuerdo,10.68,10.72,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-38-0,l,#,el,10.72,10.75,habitanteysuesperanza_01_neruda_128kb_36
l,0-0-38-1,#,e,el,10.75,10.78,habitanteysuesperanza_01_neruda_128kb_36
spn,0-0-39-0,#,#,muella,10.78,11.66,habitanteysuesperanza_01_neruda_128kb_36
spn,0-0-40-0,#,#,internando,11.66,11.75,habitanteysuesperanza_01_neruda_128kb_36
s,0-0-41-0,u,#,su,11.75,11.83,habitanteysuesperanza_01_neruda_128kb_36
u,0-0-41-1,#,s,su,11.83,11.88,habitanteysuesperanza_01_neruda_128kb_36
s,0-0-42-0,o,#,solitaria,11.88,11.93,habitanteysuesperanza_01_neruda_128kb_36
o,0-0-42-1,ʎ,s,solitaria,11.93,12.0,habitanteysuesperanza_01_neruda_128kb_36
ʎ,0-0-42-2,i,o,solitaria,12.0,12.05,habitanteysuesperanza_01_neruda_128kb_36
i,0-0-42-3,t̪,ʎ,solitaria,12.05,12.12,habitanteysuesperanza_01_neruda_128kb_36
t̪,0-0-42-4,a,i,solitaria,12.12,12.18,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-42-5,ɾ,t̪,solitaria,12.18,12.25,habitanteysuesperanza_01_neruda_128kb_36
ɾ,0-0-42-6,j,a,solitaria,12.25,12.3,habitanteysuesperanza_01_neruda_128kb_36
j,0-0-42-7,a,ɾ,solitaria,12.3,12.35,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-42-8,#,j,solitaria,12.35,12.4,habitanteysuesperanza_01_neruda_128kb_36
m,0-0-43-0,a,#,madera,12.4,12.44,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-43-1,ð,m,madera,12.44,12.51,habitanteysuesperanza_01_neruda_128kb_36
ð,0-0-43-2,e,a,madera,12.51,12.6,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-43-3,ɾ,ð,madera,12.6,12.63,habitanteysuesperanza_01_neruda_128kb_36
ɾ,0-0-43-4,a,e,madera,12.63,12.67,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-43-5,#,ɾ,madera,12.67,12.86,habitanteysuesperanza_01_neruda_128kb_36
,0-0-44-0,#,#,,12.86,13.23,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-45-0,l,#,el,13.23,13.29,habitanteysuesperanza_01_neruda_128kb_36
l,0-0-45-1,#,e,el,13.29,13.35,habitanteysuesperanza_01_neruda_128kb_36
spn,0-0-46-0,#,#,vaivén,13.35,13.69,habitanteysuesperanza_01_neruda_128kb_36
d̪,0-0-47-0,e,#,de,13.69,13.75,habitanteysuesperanza_01_neruda_128kb_36
e,0-0-47-1,#,d̪,de,13.75,13.79,habitanteysuesperanza_01_neruda_128kb_36
l,0-0-48-0,a,#,la,13.79,13.85,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-48-1,#,l,la,13.85,13.91,habitanteysuesperanza_01_neruda_128kb_36
a,0-0-49-0,ɣ,#,agua,13.91,13.94,habitanteysuesperanza_01_neruda_128kb_36
ɣ,0-0-49-1,w,a,agua,13.94,14.0,habitanteysuesperanza_01_neruda_128kb_36
